product_id,total_orders,total_reorders,department_id
13743,55,28,16
33082,55,38,12
10542,55,5,17
24132,55,23,7
40220,55,36,16
28491,55,31,19
20426,55,27,18
20099,55,20,11
28135,55,9,15
7302,55,41,16
37620,55,15,7
7495,55,7,11
6203,55,21,13
22546,55,41,8
4716,55,16,13
2739,55,9,13
13204,55,21,19
1206,55,27,6
13149,55,17,19
22498,55,6,11
23135,55,25,1
28690,55,29,19
18259,55,35,20
37287,55,7,17
27753,55,9,17
25921,55,7,11
4743,55,21,19
14101,55,14,15
19974,55,18,17
15205,55,21,15
40005,55,29,19
4570,55,19,19
18173,55,25,7
1573,55,18,11
18333,55,14,7
23224,55,23,7
31815,55,11,13
22394,55,15,13
35076,55,20,13
16357,55,35,12
6113,55,1,13
22641,55,26,14
12256,55,4,11
3155,55,18,11
26068,55,16,1
16079,55,17,1
8459,55,17,7
15766,55,36,5
11420,55,14,17
1070,55,35,1
32007,55,31,17
3214,55,27,14
1680,55,22,11
4222,55,14,1
9746,55,17,14
12274,55,9,17
33920,55,17,11
36919,55,18,20
15746,55,16,11
3230,55,33,16
36880,55,21,19
6233,55,21,15
985,55,32,19
39743,55,26,7
5673,55,20,1
37737,55,32,1
24863,55,7,11
22125,55,22,7
4929,55,20,5
38445,55,36,19
32212,55,38,16
17143,55,32,7
17991,55,19,13
19632,55,17,15
28319,55,27,21
3294,55,17,9
17158,55,34,5
13994,55,15,3
15886,55,17,17
1814,55,42,7
5003,55,26,12
17169,55,30,7
38556,55,12,16
7834,55,16,11
10026,55,38,1
29323,55,9,13
32414,55,11,11
39546,55,21,17
32506,55,34,1
19479,55,28,9
839,55,42,7
24557,55,16,11
29494,55,33,4
19431,55,23,3
21851,55,8,15
26529,55,40,7
37695,55,14,11
13181,55,38,3
36423,55,15,19
33413,55,12,1
39359,55,12,11
9502,55,15,11
9246,55,22,17
5168,55,38,7
36366,55,7,17
19320,55,29,7
3511,55,31,3
16171,55,18,1
10435,55,19,11
23934,55,20,16
26652,55,33,9
3837,55,16,19
1975,55,20,11
3555,55,18,13
32785,55,14,19
33211,55,10,18
21388,55,24,11
9440,55,17,11
37713,55,21,1
12349,55,13,17
34732,55,28,19
29718,55,19,8
16197,55,27,19
8015,55,16,4
5277,55,20,19
29746,55,16,20
24068,55,36,7
48470,55,17,17
42152,55,44,18
47243,55,19,8
44998,55,23,16
42877,55,29,7
47393,55,32,19
40780,55,24,11
41645,55,28,19
40457,55,9,11
45799,55,15,13
41097,55,27,14
40857,55,30,7
44701,55,24,3
47760,55,23,3
48741,55,22,7
47090,55,18,7
45670,55,16,13
40525,55,7,11
42914,55,27,2
43901,55,11,11
48393,55,17,17
48932,55,19,1
44276,55,12,13
46199,55,24,20
44106,55,31,21
40537,55,16,18
43420,55,19,19
49372,55,19,13
44759,55,6,13
42184,55,27,20
47786,55,12,6
49345,55,32,1
44218,55,5,2
46564,55,21,17
48986,55,9,11
44902,55,47,7
49106,55,25,20
47149,55,12,17
49611,55,29,1
41881,55,34,11
49470,55,7,13
48361,55,28,9
45496,54,7,13
42722,54,11,13
49366,54,29,19
44686,54,23,7
44682,54,16,11
46444,54,16,3
44769,54,13,11
42801,54,10,13
42848,54,14,19
42850,54,20,13
42892,54,36,11
46344,54,9,3
42211,54,19,1
42180,54,33,13
40422,54,13,9
48161,54,30,1
46999,54,15,6
42072,54,23,3
47048,54,16,11
46159,54,22,19
41943,54,24,1
43245,54,14,2
40805,54,34,17
46032,54,27,1
45146,54,16,4
49461,54,12,15
43366,54,26,20
41801,54,22,21
43411,54,31,3
49477,54,17,11
40956,54,23,20
41598,54,14,1
48592,54,28,16
41067,54,32,7
43594,54,33,3
40392,54,6,11
44111,54,11,13
43640,54,25,15
41146,54,11,11
41158,54,14,11
47598,54,19,12
47604,54,14,11
43776,54,26,7
47767,54,16,11
47666,54,16,7
45433,54,11,4
32986,54,28,1
23280,54,40,19
11857,54,35,7
38732,54,15,1
15187,54,38,7
38424,54,42,17
22360,54,20,7
757,54,24,20
11541,54,22,5
9445,54,13,19
39736,54,38,16
18322,54,14,11
21827,54,20,21
629,54,25,11
19067,54,27,19
27703,54,30,14
4434,54,15,11
25102,54,14,1
798,54,2,17
21020,54,16,19
26987,54,18,19
28267,54,16,17
14006,54,29,16
29236,54,15,1
5472,54,31,3
17832,54,24,20
33192,54,22,20
22913,54,29,6
27858,54,3,6
9226,54,30,9
28496,54,31,16
24017,54,12,19
32686,54,23,13
3311,54,9,11
13724,54,30,13
5207,54,25,1
16226,54,20,13
35954,54,26,18
14494,54,15,17
34186,54,16,4
29663,54,18,19
29649,54,27,3
15249,54,29,7
20854,54,26,9
40315,54,35,13
2494,54,10,17
34539,54,39,5
31868,54,24,4
2503,54,12,12
5998,54,19,11
27201,54,12,9
1312,54,19,7
26207,54,40,7
36378,54,38,1
33684,54,24,5
15194,54,19,6
24028,54,29,21
19589,54,28,7
33951,54,13,13
36659,54,17,17
24951,54,25,19
22449,54,26,1
14524,54,14,1
20958,54,15,13
2932,54,15,16
32343,54,19,20
27207,54,22,8
9456,54,28,21
24365,54,42,7
28817,54,35,17
35991,54,26,1
5743,54,31,8
25669,54,23,11
6153,54,3,13
6251,54,30,15
14060,54,34,5
10393,54,23,13
7756,54,7,17
7831,54,18,5
21355,54,4,19
24887,54,36,19
6931,54,31,8
5739,54,13,11
168,54,21,13
19971,54,22,4
31686,54,25,17
29855,54,17,13
21350,54,28,1
37336,54,26,1
14887,54,22,11
35334,54,20,9
20273,54,26,8
157,54,13,4
23153,54,15,1
26786,54,13,3
4129,54,29,18
25475,54,35,8
11978,54,37,7
34426,54,18,11
27775,54,35,7
29968,54,27,16
33643,54,25,9
32746,54,20,3
13172,54,17,1
37401,54,17,2
4598,54,12,17
40241,54,31,3
8904,54,18,4
2184,54,12,11
30390,54,16,19
35375,54,24,19
24678,54,11,11
19425,54,19,20
34998,54,25,6
4397,54,6,11
22746,54,31,7
4955,54,18,15
9751,54,40,12
20637,54,30,5
14465,54,41,13
25319,54,39,8
27253,54,20,15
5029,54,29,1
4738,54,17,7
4548,54,25,11
404,54,10,13
38832,54,24,17
9980,54,34,1
37979,54,18,5
10909,54,20,1
13050,54,24,19
18369,54,35,19
14628,54,20,13
2289,54,15,14
31638,54,17,11
18054,54,18,13
12179,54,33,1
6349,54,4,17
16915,54,26,7
39745,54,27,1
37896,54,8,1
23264,54,19,13
19081,54,22,9
34750,54,15,20
25061,54,16,11
1191,54,28,15
4160,54,23,7
33967,54,17,13
7996,54,1,13
27799,54,14,17
5630,54,17,3
34516,54,27,11
18329,54,21,1
1941,54,28,19
37207,53,17,13
10115,53,34,18
2095,53,24,18
38822,53,18,13
25889,53,14,11
21660,53,8,13
24977,53,25,1
17446,53,4,21
10066,53,19,7
31123,53,24,13
7421,53,25,19
34439,53,7,11
18927,53,26,15
1333,53,27,14
680,53,21,11
32165,53,37,7
12259,53,18,11
18799,53,9,11
38801,53,28,14
5672,53,12,11
4480,53,12,19
16817,53,30,1
15867,53,21,9
25375,53,26,19
2827,53,34,11
7899,53,26,7
29569,53,20,16
3139,53,37,11
2987,53,25,7
2858,53,27,12
9520,53,13,15
36815,53,28,16
34033,53,18,11
9236,53,19,9
7661,53,36,7
35732,53,8,11
37447,53,26,16
11355,53,16,7
5486,53,18,11
18223,53,26,7
13692,53,13,12
19417,53,28,19
32618,53,13,19
36413,53,24,20
6316,53,22,15
6850,53,8,17
22244,53,12,19
35410,53,26,1
39955,53,21,13
10809,53,21,19
37556,53,33,7
20800,53,25,1
10167,53,40,19
2534,53,9,11
2680,53,21,15
22104,53,27,7
22405,53,32,11
35449,53,19,11
26114,53,19,19
13932,53,19,13
8945,53,19,11
31986,53,14,11
36785,53,19,13
31982,53,33,19
253,53,26,7
13217,53,7,11
22099,53,23,16
22339,53,0,17
20786,53,21,13
15893,53,17,11
14373,53,34,15
14121,53,26,16
28801,53,31,19
13136,53,26,16
38220,53,12,4
34053,53,24,1
32242,53,37,7
15173,53,22,15
14110,53,17,11
5639,53,20,19
40306,53,12,20
20292,53,4,6
28301,53,21,9
1722,53,23,11
4537,53,25,3
2188,53,13,9
2127,53,17,13
11600,53,9,6
14503,53,36,1
16123,53,13,7
22061,53,22,16
22373,53,33,17
3168,53,10,11
21518,53,8,11
26690,53,15,15
30504,53,21,7
11019,53,16,20
16503,53,25,1
29743,53,28,16
21705,53,10,12
6855,53,24,19
20276,53,15,6
14042,53,15,1
36684,53,13,9
19595,53,24,13
29250,53,21,1
17813,53,2,13
35540,53,15,13
18556,53,16,13
10142,53,18,13
29266,53,33,16
8918,53,36,19
22003,53,16,19
7827,53,7,19
23399,53,6,18
28731,53,6,11
27018,53,23,1
21075,53,27,8
3769,53,24,19
30874,53,11,11
10340,53,7,7
4063,53,25,12
2169,53,24,3
5582,53,13,17
39093,53,9,19
15643,53,14,19
34682,53,11,13
21099,53,32,15
39594,53,19,7
3848,53,14,11
16729,53,10,7
15463,53,21,9
16614,53,35,7
11238,53,10,4
18947,53,16,18
29353,53,25,7
875,53,32,7
36955,53,40,7
19212,53,14,19
25600,53,19,19
20341,53,32,5
1524,53,16,19
255,53,9,11
2340,53,13,13
30355,53,27,7
6596,53,22,11
3998,53,16,15
36102,53,25,19
29823,53,14,13
1141,53,22,15
35646,53,5,11
34964,53,25,11
44509,53,21,1
48406,53,20,3
45711,53,11,2
46989,53,40,9
40668,53,39,19
42599,53,12,11
43982,53,20,1
40834,53,29,15
41727,53,26,1
45534,53,13,17
42414,53,42,8
40441,53,22,8
48078,53,33,19
44851,53,17,1
44871,53,17,5
47112,53,32,1
40874,53,12,11
43900,53,34,8
44893,53,31,5
45387,53,19,19
46109,53,15,17
46403,53,28,20
47063,53,19,16
49329,53,6,11
40911,53,23,16
47444,53,21,4
40412,53,28,19
42956,53,20,18
49653,53,13,11
41839,53,19,1
46581,53,33,19
46265,53,30,17
43441,53,28,13
47458,53,30,7
45751,53,29,8
47134,52,25,9
47016,52,10,4
40943,52,25,7
49122,52,38,7
48101,52,9,13
46171,52,31,1
41457,52,10,6
43915,52,2,17
48483,52,18,16
48978,52,8,7
40673,52,17,17
45703,52,8,11
43356,52,30,19
49649,52,19,11
49115,52,34,19
45212,52,15,17
46545,52,33,19
46882,52,20,17
46959,52,29,13
41975,52,30,14
46236,52,21,13
48984,52,2,5
44339,52,17,15
41854,52,39,19
46525,52,16,6
43884,52,22,15
46009,52,31,19
45487,52,25,16
41495,52,26,1
49257,52,6,9
47935,52,11,11
46624,52,9,11
42436,52,21,11
47363,52,25,11
42314,52,14,11
42428,52,7,13
46707,52,12,13
46044,52,26,5
43993,52,24,16
44316,52,27,16
48831,52,16,11
49024,52,17,3
47137,52,12,2
43695,52,20,19
34812,52,18,16
29046,52,24,7
13090,52,4,13
32083,52,23,15
27617,52,8,15
10238,52,12,17
18055,52,24,16
17091,52,3,17
38350,52,35,1
11192,52,10,11
20684,52,7,11
5700,52,21,11
31845,52,4,11
7092,52,8,2
4909,52,13,13
23444,52,15,11
5687,52,30,8
7194,52,18,11
9987,52,14,11
39941,52,32,7
26234,52,25,5
35394,52,19,17
33844,52,10,19
7770,52,13,17
28101,52,27,7
6521,52,29,19
35404,52,24,16
6720,52,9,13
7072,52,43,7
34835,52,9,12
7356,52,14,13
2427,52,16,7
35445,52,27,16
20374,52,4,17
33806,52,14,19
38478,52,15,19
27387,52,40,16
27680,52,29,2
9842,52,30,13
25236,52,19,13
39063,52,17,1
31774,52,13,21
31405,52,16,1
14504,52,5,13
24798,52,16,14
27352,52,9,13
3096,52,16,11
12291,52,16,7
638,52,16,6
28780,52,22,19
8549,52,26,3
19596,52,17,6
22445,52,5,11
20599,52,14,2
19586,52,15,11
17014,52,7,11
25281,52,13,13
6191,52,22,3
37246,52,12,6
1849,52,11,11
16297,52,27,11
3056,52,17,9
10971,52,19,18
38029,52,23,1
25897,52,4,13
39556,52,23,17
34246,52,46,5
5342,52,23,5
21141,52,19,7
5043,52,18,11
27233,52,21,1
29395,52,19,19
7385,52,13,19
12065,52,7,11
23698,52,34,19
16372,52,29,16
9570,52,30,20
17733,52,13,19
835,52,26,11
5522,52,21,16
19464,52,15,11
25867,52,24,9
34948,52,27,21
7526,52,27,9
24566,52,27,1
37386,52,35,13
2900,52,17,1
17662,52,21,19
8117,52,13,12
27137,52,14,1
3790,52,11,13
34937,52,22,7
15332,52,25,8
24519,52,11,6
31549,52,34,16
31547,52,21,1
11003,52,31,14
23056,52,12,6
19380,52,26,19
31524,52,11,11
13827,52,15,19
6732,52,27,7
10648,52,13,6
38794,52,29,12
17962,52,20,15
11605,52,29,20
15513,52,13,1
38972,52,36,5
23870,52,16,14
18007,52,39,18
37481,52,19,11
27902,52,28,7
29891,52,24,15
18103,52,18,19
14300,52,32,15
15584,52,2,17
33334,52,16,19
20417,52,19,11
31447,52,34,19
21489,52,31,1
3708,52,18,11
9315,52,28,1
527,52,12,11
28116,52,0,13
2219,52,19,15
15021,52,18,21
36093,52,25,19
24374,52,26,11
33287,52,28,8
38845,52,22,1
26833,52,36,7
6738,52,36,5
6781,52,20,4
23998,52,9,13
17919,52,30,19
13235,52,0,13
35205,52,19,6
33994,52,18,15
14665,52,20,10
13581,52,31,5
36986,52,37,19
22257,52,24,17
30735,52,20,18
19799,52,24,19
40240,52,28,19
10858,52,19,5
22306,52,5,13
7708,52,32,17
5753,52,27,14
25106,52,2,6
17246,52,20,13
4219,52,3,15
38202,52,8,11
1686,52,16,1
13577,52,33,19
39908,52,12,19
23281,52,9,1
7957,51,40,7
16537,51,10,17
30572,51,16,15
1192,51,9,19
8291,51,18,13
18415,51,13,1
11998,51,30,20
1518,51,20,7
36811,51,32,15
28219,51,9,7
21155,51,20,5
28345,51,12,6
20176,51,5,13
31232,51,17,11
18943,51,17,9
13658,51,8,11
7548,51,3,13
31440,51,28,20
11616,51,12,13
3174,51,14,20
7640,51,17,4
38043,51,23,20
22347,51,15,6
24396,51,13,9
24322,51,0,17
26049,51,7,11
2679,51,17,17
14302,51,23,5
31659,51,16,11
21547,51,41,13
11397,51,25,8
3647,51,11,1
5216,51,18,15
37640,51,17,15
6988,51,17,11
12117,51,5,7
37140,51,4,13
34515,51,2,13
18710,51,24,17
4387,51,18,1
8909,51,37,8
10505,51,27,7
27909,51,28,19
2027,51,31,16
22160,51,38,7
38069,51,15,19
10463,51,31,7
27309,51,28,19
30640,51,12,12
24366,51,23,19
33093,51,5,6
7985,51,41,19
20593,51,17,13
4079,51,22,5
24315,51,11,11
590,51,23,19
8411,51,24,19
39644,51,32,19
5416,51,27,19
9860,51,12,19
10955,51,18,12
26189,51,27,20
37517,51,23,13
15448,51,5,15
60,51,13,9
24769,51,13,1
36722,51,3,11
26686,51,21,18
11685,51,9,13
26296,51,26,13
3581,51,25,17
8684,51,27,1
348,51,21,7
39111,51,13,17
27693,51,28,8
14649,51,9,1
667,51,12,17
28886,51,28,7
21475,51,25,7
19947,51,19,11
18065,51,26,5
6485,51,11,11
17817,51,27,13
15768,51,13,11
15876,51,23,19
10794,51,20,21
37134,51,33,1
6787,51,31,19
25168,51,6,7
19818,51,22,21
1059,51,14,13
31944,51,16,3
8369,51,19,12
39884,51,31,13
7627,51,21,4
8000,51,20,11
31152,51,18,14
26277,51,28,1
32608,51,30,20
26063,51,8,11
16955,51,18,13
3938,51,9,13
29877,51,25,19
26895,51,13,13
20471,51,20,1
19646,51,18,17
31180,51,17,8
9395,51,15,11
11066,51,18,18
11001,51,28,12
26519,51,23,11
6730,51,18,1
35746,51,22,3
796,51,12,19
19416,51,15,19
5964,51,20,7
6305,51,27,19
24536,51,20,19
39779,51,27,12
13168,51,15,17
39887,51,24,19
31330,51,15,3
9235,51,26,5
3021,51,17,1
15237,51,30,20
26574,51,14,1
15489,51,21,19
3182,51,30,6
109,51,29,20
27068,51,8,4
10980,51,8,15
14202,51,13,13
22521,51,5,17
13962,51,21,1
33505,51,11,11
7527,51,22,9
24457,51,5,13
37361,51,29,1
20728,51,17,11
27064,51,28,12
32533,51,15,12
13849,51,9,19
21797,51,15,17
33958,51,30,11
21442,51,24,20
25036,51,11,19
28680,51,25,15
8511,51,23,13
38008,51,14,8
509,51,15,18
26469,51,8,11
30859,51,25,19
6947,51,26,7
11279,51,41,3
13199,51,18,17
33196,51,34,18
9185,51,16,11
3404,51,10,15
43064,51,14,13
48959,51,28,19
44722,51,13,1
41717,51,31,17
49004,51,2,11
47122,51,16,11
47395,51,12,13
40702,51,35,13
45770,51,19,7
43113,51,24,9
46183,51,29,11
44472,51,7,17
49410,51,16,11
42138,51,30,3
42981,51,29,1
45349,51,8,17
48178,51,22,19
41108,51,10,15
48547,51,8,11
46334,51,5,13
44589,51,11,11
43711,51,39,7
42322,51,7,13
43755,51,3,3
47713,51,27,5
47649,51,22,16
42738,51,26,5
43907,51,28,7
48618,51,9,3
41270,51,17,1
42461,51,0,13
44280,51,23,8
48656,51,1,17
41536,50,27,8
46529,50,10,11
43214,50,33,20
47906,50,28,5
46798,50,14,9
43714,50,24,1
45538,50,24,12
44300,50,10,11
43847,50,23,21
42158,50,19,15
41922,50,5,13
49525,50,27,19
43032,50,16,1
43130,50,18,1
45551,50,14,4
41477,50,20,19
43225,50,38,19
49462,50,26,11
40629,50,27,13
49676,50,22,7
45274,50,5,11
46763,50,17,19
42366,50,24,16
43805,50,35,16
43385,50,30,19
44539,50,20,11
47466,50,4,2
42497,50,20,11
42149,50,20,19
43012,50,24,5
46373,50,6,19
47176,50,20,11
49559,50,18,15
44043,50,18,2
48359,50,23,15
42586,50,14,19
45634,50,12,7
49606,50,35,5
30258,50,25,19
31167,50,28,12
25722,50,33,19
25729,50,31,11
25730,50,10,13
12510,50,11,17
4525,50,2,9
37865,50,28,19
27975,50,32,13
12855,50,25,9
22630,50,31,8
37953,50,27,19
20059,50,15,7
20033,50,22,19
4419,50,23,20
38025,50,23,7
37312,50,6,11
20552,50,27,14
16493,50,16,19
1539,50,21,4
27982,50,26,15
25228,50,28,7
20689,50,22,16
37112,50,21,20
11944,50,22,16
37078,50,28,16
38201,50,4,13
38215,50,19,16
26070,50,7,13
30789,50,14,1
26101,50,29,7
36959,50,25,7
12602,50,4,17
13091,50,30,3
10231,50,41,6
32064,50,21,6
10237,50,17,21
6096,50,37,11
20884,50,32,20
4899,50,34,19
1740,50,24,17
30579,50,32,7
36816,50,6,11
24866,50,25,14
20948,50,30,19
32214,50,23,20
38454,50,18,1
26256,50,8,19
22778,50,26,7
7787,50,20,7
4951,50,16,17
30544,50,16,11
24827,50,30,20
38503,50,40,7
4111,50,28,13
24805,50,21,18
26288,50,16,14
1793,50,33,7
7809,50,6,13
26325,50,12,11
32326,50,17,14
894,50,31,16
9609,50,21,1
16294,50,18,19
30361,50,20,16
30354,50,30,13
38616,50,19,16
19493,50,10,1
32517,50,10,4
21179,50,10,17
15055,50,16,12
36427,50,34,7
6913,50,15,1
24459,50,22,8
32736,50,18,11
6856,50,21,11
30033,50,16,11
1988,50,28,7
26702,50,18,11
38916,50,12,13
21406,50,0,13
17293,50,23,9
12379,50,4,6
11778,50,16,15
32892,50,14,14
16695,50,13,13
26807,50,11,5
32983,50,5,17
26830,50,14,20
21538,50,28,15
33005,50,13,11
33013,50,34,19
19118,50,16,17
33024,50,10,11
33107,50,23,18
17229,50,20,13
13722,50,24,16
5425,50,7,17
18952,50,37,16
29602,50,26,8
14880,50,17,1
29597,50,18,19
16788,50,20,3
5461,50,8,6
21808,50,18,18
21814,50,12,4
33420,50,13,7
23814,50,12,1
3463,50,10,17
5482,50,16,3
18847,50,7,16
17189,50,35,7
453,50,31,20
8271,50,28,19
23733,50,10,17
33518,50,21,7
18773,50,31,14
23661,50,10,17
18111,50,13,7
10764,50,21,11
8335,50,5,17
18663,50,11,16
3314,50,28,1
33753,50,15,3
2410,50,19,17
22073,50,21,12
28001,50,15,13
16854,50,28,9
16119,50,7,11
35465,50,20,16
29135,50,5,13
14670,50,17,21
29074,50,6,13
2528,50,18,8
13395,50,37,7
35274,50,9,11
39839,50,17,19
11148,50,21,7
28984,50,9,2
28980,50,22,19
27532,50,28,9
23358,50,8,17
23324,50,18,16
27562,50,20,1
18428,50,22,4
28895,50,20,18
22336,50,25,19
14566,50,29,16
3153,50,14,15
28856,50,33,7
2666,50,5,11
10931,50,17,6
34096,50,9,15
39985,50,12,6
22434,50,7,11
28777,50,27,2
35021,50,16,3
5874,50,3,11
10968,50,19,16
12233,50,32,3
35001,50,10,11
22478,50,14,21
34253,50,27,7
34747,50,22,3
2728,50,20,5
23062,50,6,3
22560,50,16,7
2991,50,28,9
12148,50,19,1
17047,50,30,19
34863,50,8,13
6127,50,13,13
28237,50,33,7
34842,50,5,17
4616,50,15,11
25599,50,26,20
2758,49,25,20
26214,49,26,9
2471,49,22,4
33699,49,14,1
372,49,8,11
18982,49,12,11
15423,49,14,11
29249,49,22,19
4991,49,38,16
25574,49,19,9
33733,49,28,7
9686,49,18,19
32962,49,13,3
3304,49,5,3
4930,49,12,1
8350,49,27,21
12530,49,1,13
12003,49,23,11
19669,49,15,9
326,49,11,9
27944,49,24,20
23490,49,24,7
28446,49,28,8
37952,49,21,15
36800,49,2,17
33103,49,18,12
355,49,15,19
24782,49,22,7
39712,49,5,13
332,49,20,19
13334,49,36,16
29209,49,3,11
14889,49,19,16
15974,49,18,19
20279,49,25,19
20994,49,36,7
31251,49,35,3
22911,49,26,9
23042,49,8,19
19306,49,24,7
37419,49,14,15
11734,49,7,1
5186,49,36,7
7279,49,15,21
40116,49,17,9
17912,49,33,15
632,49,11,11
1224,49,4,13
31185,49,22,9
21758,49,25,12
8772,49,17,19
1268,49,25,1
25850,49,9,13
6811,49,13,11
9479,49,42,20
25853,49,4,11
25381,49,36,5
36071,49,19,9
5339,49,25,19
39312,49,13,5
34280,49,22,8
21523,49,28,1
3595,49,15,16
34753,49,18,7
34989,49,14,2
13999,49,20,19
15254,49,10,11
19984,49,15,19
3482,49,31,7
13306,49,13,11
31680,49,20,17
26567,49,17,11
30186,49,18,19
3472,49,13,13
19108,49,8,11
20181,49,19,1
23168,49,21,15
37232,49,8,1
789,49,25,11
18888,49,33,7
25951,49,11,6
8547,49,11,13
4762,49,1,13
25548,49,11,17
39077,49,18,3
3101,49,7,1
4636,49,31,2
34474,49,20,13
27112,49,21,16
1161,49,12,3
17593,49,18,7
22397,49,17,2
11285,49,30,16
13182,49,20,5
5996,49,12,6
7199,49,25,14
7612,49,12,17
21858,49,20,11
21860,49,18,16
7473,49,30,14
18361,49,20,19
5827,49,10,1
9826,49,26,16
20204,49,26,19
23778,49,23,14
39923,49,16,19
41,49,32,19
16912,49,37,16
14260,49,19,4
1109,49,10,1
26035,49,24,15
8674,49,18,11
16910,49,14,16
8969,49,16,9
25125,49,21,13
34514,49,11,19
29483,49,18,19
32926,49,19,19
22311,49,13,1
38680,49,26,19
31911,49,6,17
834,49,35,15
27601,49,14,19
2317,49,14,13
22294,49,31,3
17423,49,19,13
19462,49,16,11
19276,49,2,13
6619,49,14,11
28951,49,20,19
15678,49,26,5
26464,49,17,7
1068,49,18,20
40257,49,23,6
35661,49,29,17
20218,49,21,14
36320,49,22,19
27536,49,24,1
35230,49,8,13
38628,49,22,16
20442,49,15,18
8292,49,19,19
37622,49,6,7
5051,49,26,19
16239,49,16,9
8443,49,7,17
9317,49,29,19
6601,49,33,3
33601,49,31,1
36565,49,19,8
1045,49,14,16
8439,49,18,5
13656,49,11,21
4009,49,3,2
1289,49,10,11
16292,49,12,13
592,49,29,9
16884,49,11,13
28994,49,17,4
39835,49,19,19
5027,49,17,13
31079,49,16,13
33938,49,34,18
643,49,21,6
4206,49,20,7
33922,49,6,11
2365,49,32,3
15458,49,8,21
4060,49,24,16
6304,49,8,13
38559,49,19,19
33666,49,27,16
295,49,10,11
16106,49,30,5
28185,49,18,1
2508,49,22,19
33675,49,12,19
13903,49,30,1
29093,49,11,5
22157,49,13,2
42062,49,15,14
42532,49,12,11
41241,49,22,5
48956,49,35,3
43487,49,6,13
47455,49,27,16
40692,49,20,18
40577,49,3,17
42910,49,26,11
49040,49,16,14
44260,49,19,12
40365,49,10,5
42238,49,26,13
49514,49,13,19
42043,49,14,1
43188,49,11,19
49685,49,6,1
47975,49,33,20
42797,49,11,13
48010,49,18,19
42334,49,25,1
43440,49,9,11
49591,49,24,19
42354,49,18,1
45458,49,38,11
45928,49,8,11
41189,49,24,11
41299,49,28,4
46715,49,12,5
48061,49,12,7
43482,49,11,11
41888,49,17,15
48650,49,15,1
47486,49,26,13
43930,49,11,1
42128,49,20,18
47994,49,22,15
42142,49,5,13
45699,49,20,11
48429,48,23,16
43119,48,15,1
48273,48,27,8
48257,48,17,19
44921,48,29,19
46070,48,15,11
41568,48,6,11
46036,48,31,8
41897,48,5,17
42430,48,21,18
43909,48,3,13
49195,48,22,1
40340,48,16,1
40895,48,32,17
44436,48,14,7
46018,48,24,16
43870,48,17,11
42090,48,26,5
42115,48,17,1
44553,48,14,11
42889,48,4,13
45755,48,24,4
40394,48,26,5
43818,48,18,16
41482,48,2,11
46458,48,13,17
48530,48,21,16
47116,48,7,6
48510,48,12,1
43529,48,26,14
45362,48,24,13
48731,48,12,11
43099,48,19,9
45824,48,31,8
46542,48,0,17
44024,48,14,7
48085,48,26,7
41296,48,18,9
28287,48,18,16
32937,48,15,13
32994,48,17,3
33887,48,23,7
32008,48,27,7
24015,48,13,13
4888,48,7,19
32101,48,21,19
9576,48,27,5
22444,48,15,13
1944,48,20,12
2487,48,10,11
30469,48,27,7
3777,48,16,21
2478,48,2,6
17537,48,19,13
13459,48,12,7
716,48,25,11
11077,48,15,13
23583,48,9,9
16426,48,27,11
4669,48,19,8
26330,48,36,19
18045,48,21,11
14158,48,12,17
1031,48,16,11
5676,48,18,17
32615,48,15,1
7939,48,15,13
13876,48,21,15
24761,48,9,15
20257,48,4,17
2914,48,3,13
38520,48,36,3
38570,48,14,17
27411,48,12,19
4976,48,8,13
14779,48,6,13
16270,48,15,7
12787,48,23,14
3097,48,10,16
6148,48,8,15
24358,48,6,11
18661,48,20,19
33900,48,14,11
19683,48,3,17
31751,48,12,1
37206,48,9,11
34723,48,24,19
18143,48,13,11
16597,48,19,7
21566,48,36,19
34151,48,14,11
24163,48,16,11
18431,48,3,17
32794,48,22,16
32306,48,10,16
33770,48,17,11
17823,48,15,19
18126,48,25,17
27348,48,30,1
25652,48,31,9
17082,48,15,17
37432,48,17,20
12922,48,17,6
33595,48,20,11
15439,48,21,20
26129,48,17,14
5831,48,32,11
36797,48,17,7
26926,48,4,17
16852,48,19,3
15852,48,17,3
28519,48,23,11
17516,48,21,13
30562,48,18,8
24596,48,22,4
21984,48,9,17
16706,48,6,16
7064,48,19,5
18611,48,12,9
22079,48,26,14
7608,48,7,11
32518,48,23,8
14793,48,9,17
17535,48,22,19
4254,48,19,19
11799,48,26,9
20991,48,19,13
4209,48,8,19
34804,48,1,11
40126,48,33,5
25834,48,7,19
24265,48,24,4
6876,48,12,11
33977,48,24,19
32415,48,19,1
11509,48,25,19
6695,48,22,13
19814,48,15,7
31297,48,29,3
38994,48,28,7
30105,48,22,11
21423,48,24,9
1593,48,19,12
34517,48,17,7
19224,48,8,13
39435,48,23,7
12757,48,15,7
15847,48,26,5
22370,48,7,13
21416,48,15,4
14918,48,27,1
1042,48,12,11
18153,48,3,17
26015,48,32,15
1487,48,8,13
28139,48,29,13
25148,48,20,18
26761,48,21,13
8964,48,24,4
11863,48,29,16
36351,48,7,11
30681,48,26,7
3866,48,28,18
10097,48,16,19
8582,48,15,18
22523,48,22,1
7141,48,26,8
38007,48,34,10
13112,48,15,15
22514,48,34,9
5533,48,3,17
4431,48,10,19
30674,48,21,3
1513,48,14,17
18509,48,19,1
9025,48,11,13
